"","setname","teamName","opponent","season","wonMatch","wonSet","serveErr","setErr","attackErr","freeballErr","ace","kill","stuffBlock","unforcedErrs","earnedPts"
"1","180824 CU vs ORU 3-1s1","ORU","CU","18","FALSE","FALSE",2,1,4,1,0,9,2,8,11
"2","180824 CU vs ORU 3-1s2","ORU","CU","18","FALSE","TRUE",2,1,2,0,1,12,3,5,16
"3","180824 CU vs ORU 3-1s3","ORU","CU","18","FALSE","FALSE",3,0,4,1,1,11,1,8,13
"4","180824 CU vs ORU 3-1s4","ORU","CU","18","FALSE","FALSE",3,1,7,0,0,12,1,11,13
"5","180824 CU vs UNF 3-0s1","UNF","CU","18","FALSE","FALSE",2,0,2,0,1,11,3,4,15
"6","180824 CU vs UNF 3-0s2","UNF","CU","18","FALSE","FALSE",3,1,2,0,0,9,1,6,10
"7","180824 CU vs UNF 3-0s3","UNF","CU","18","FALSE","FALSE",1,2,6,1,1,12,2,10,15
"8","180825 CU @ WY 2-3s1","WY","CU","18","TRUE","TRUE",4,0,3,0,0,13,6,7,19
"9","180825 CU @ WY 2-3s2","WY","CU","18","TRUE","TRUE",4,0,1,0,1,17,1,5,19
"10","180825 CU @ WY 2-3s3","WY","CU","18","TRUE","FALSE",1,1,4,0,1,15,2,6,18
"11","180825 CU @ WY 2-3s4","WY","CU","18","TRUE","FALSE",3,0,3,0,0,9,3,6,12
"12","180825 CU @ WY 2-3s5","WY","CU","18","TRUE","TRUE",4,0,2,0,0,11,0,6,11
"13","180831 CU vs IL 0-3s1","IL","CU","18","TRUE","TRUE",3,1,4,0,3,14,3,8,20
"14","180831 CU vs IL 0-3s2","IL","CU","18","TRUE","TRUE",5,0,1,0,0,15,4,6,19
"15","180831 CU vs IL 0-3s3","IL","CU","18","TRUE","TRUE",3,1,2,0,3,13,4,6,20
"16","180901 CU vs IA 3-1s1","IA","CU","18","FALSE","FALSE",3,0,5,1,1,14,1,9,16
"17","180901 CU vs IA 3-1s2","IA","CU","18","FALSE","FALSE",6,0,2,0,2,15,3,8,20
"18","180901 CU vs IA 3-1s3","IA","CU","18","FALSE","TRUE",5,1,1,0,0,13,3,7,16
"19","180901 CU vs IA 3-1s4","IA","CU","18","FALSE","FALSE",1,1,1,0,0,9,3,3,12
"20","180907 CU vs GA 1-3s1","GA","CU","18","TRUE","TRUE",3,0,3,0,1,15,1,6,17
"21","180907 CU vs GA 1-3s2","GA","CU","18","TRUE","FALSE",1,0,3,1,2,14,2,5,18
"22","180907 CU vs GA 1-3s3","GA","CU","18","TRUE","TRUE",4,0,7,0,2,12,4,11,18
"23","180907 CU vs GA 1-3s4","GA","CU","18","TRUE","TRUE",1,0,4,0,1,18,2,5,21
"24","180908 CU vs NC 3-0s1","NC","CU","18","FALSE","FALSE",2,0,4,0,1,10,0,6,11
"25","180908 CU vs NC 3-0s2","NC","CU","18","FALSE","FALSE",3,1,1,0,1,10,3,5,14
"26","180908 CU vs NC 3-0s3","NC","CU","18","FALSE","FALSE",1,1,2,1,1,9,2,5,12
"27","180908 CU vs OK 3-0s1","OK","CU","18","FALSE","FALSE",3,1,2,0,1,8,0,6,9
"28","180908 CU vs OK 3-0s2","OK","CU","18","FALSE","FALSE",2,0,2,0,2,14,1,4,17
"29","180908 CU vs OK 3-0s3","OK","CU","18","FALSE","FALSE",2,0,3,1,2,9,1,6,12
"30","180914 CU vs Portland St 3-0s1","Portland St","CU","18","FALSE","FALSE",1,1,3,0,0,5,2,5,7
"31","180914 CU vs Portland St 3-0s2","Portland St","CU","18","FALSE","FALSE",3,0,5,0,0,9,3,8,12
"32","180914 CU vs Portland St 3-0s3","Portland St","CU","18","FALSE","FALSE",3,0,5,0,1,8,3,8,12
"33","180915 CU vs CO St 3-1s1","CO St","CU","18","FALSE","FALSE",4,0,3,0,3,17,1,7,21
"34","180915 CU vs CO St 3-1s2","CO St","CU","18","FALSE","FALSE",3,0,5,0,0,17,1,8,18
"35","180915 CU vs CO St 3-1s3","CO St","CU","18","FALSE","TRUE",4,0,4,0,3,15,1,8,19
"36","180915 CU vs CO St 3-1s4","CO St","CU","18","FALSE","FALSE",0,1,5,0,1,15,3,6,19
"37","180915 CU vs IN St 3-0s1","IN St","CU","18","FALSE","FALSE",2,0,4,0,1,10,0,6,11
"38","180915 CU vs IN St 3-0s2","IN St","CU","18","FALSE","FALSE",0,3,0,0,0,7,2,3,9
"39","180915 CU vs IN St 3-0s3","IN St","CU","18","FALSE","FALSE",2,1,4,0,2,9,4,7,15
"40","180919 CU vs UT 3-2s1","UT","CU","18","FALSE","TRUE",3,1,2,0,2,14,1,6,17
"41","180919 CU vs UT 3-2s2","UT","CU","18","FALSE","FALSE",2,1,4,0,1,13,2,7,16
"42","180919 CU vs UT 3-2s3","UT","CU","18","FALSE","TRUE",3,0,1,0,3,15,4,4,22
"43","180919 CU vs UT 3-2s4","UT","CU","18","FALSE","FALSE",2,0,5,0,0,10,3,7,13
"44","180919 CU vs UT 3-2s5","UT","CU","18","FALSE","FALSE",2,0,3,0,1,10,1,5,12
"45","190830 CU vs WY 3-0s1","WY","CU","19","FALSE","FALSE",3,0,4,0,1,12,2,7,15
"46","190830 CU vs WY 3-0s2","WY","CU","19","FALSE","FALSE",1,1,5,0,1,13,2,7,16
"47","190830 CU vs WY 3-0s3","WY","CU","19","FALSE","FALSE",5,0,2,0,1,10,7,7,18
"48","190831 CU vs LIU 3-0s1","LIU","CU","19","FALSE","FALSE",5,0,4,0,0,10,1,9,11
"49","190831 CU vs LIU 3-0s2","LIU","CU","19","FALSE","FALSE",1,1,6,0,2,9,1,8,12
"50","190831 CU vs LIU 3-0s3","LIU","CU","19","FALSE","FALSE",2,0,8,1,1,11,1,11,13
"51","190831 CU vs UCSB 3-1s1","UCSB","CU","19","FALSE","FALSE",3,0,6,0,2,10,1,9,13
"52","190831 CU vs UCSB 3-1s2","UCSB","CU","19","FALSE","FALSE",1,0,4,0,0,13,3,5,16
"53","190831 CU vs UCSB 3-1s3","UCSB","CU","19","FALSE","TRUE",2,0,4,0,1,13,4,6,18
"54","190831 CU vs UCSB 3-1s4","UCSB","CU","19","FALSE","FALSE",6,0,5,0,0,14,3,11,17
"55","190906 CU @ IA 3-0s1","IA","CU","19","FALSE","FALSE",3,0,3,0,0,14,1,6,15
"56","190906 CU @ IA 3-0s2","IA","CU","19","FALSE","FALSE",5,0,3,1,1,12,0,9,13
"57","190906 CU @ IA 3-0s3","IA","CU","19","FALSE","FALSE",7,0,1,0,0,16,3,8,19
"58","190907 CU vs IL 3-0s1","IL","CU","19","FALSE","FALSE",6,0,3,1,2,21,2,10,25
"59","190907 CU vs IL 3-0s2","IL","CU","19","FALSE","FALSE",2,0,2,0,3,8,4,4,15
"60","190907 CU vs IL 3-0s3","IL","CU","19","FALSE","FALSE",4,1,1,0,1,16,0,6,17
"61","190912 CU @ CO St 0-3s1","CO St","CU","19","TRUE","TRUE",2,0,3,0,1,12,2,5,15
"62","190912 CU @ CO St 0-3s2","CO St","CU","19","TRUE","TRUE",3,2,4,0,2,13,3,9,18
"63","190912 CU @ CO St 0-3s3","CO St","CU","19","TRUE","TRUE",5,0,1,0,1,16,2,6,19
"64","190913 CU vs CO St 2-3s1","CO St","CU","19","TRUE","FALSE",4,0,5,0,0,8,1,9,9
"65","190913 CU vs CO St 2-3s2","CO St","CU","19","TRUE","TRUE",1,0,2,1,1,16,4,4,21
"66","190913 CU vs CO St 2-3s3","CO St","CU","19","TRUE","TRUE",2,0,4,0,3,11,5,6,19
"67","190913 CU vs CO St 2-3s4","CO St","CU","19","TRUE","FALSE",4,0,5,1,2,12,2,10,16
"68","190913 CU vs CO St 2-3s5","CO St","CU","19","TRUE","TRUE",3,0,2,0,0,9,2,5,11
"69","190920 CU vs Oakland 3-1s1","Oakland","CU","19","FALSE","FALSE",3,0,7,0,1,9,0,10,10
"70","190920 CU vs Oakland 3-1s2","Oakland","CU","19","FALSE","FALSE",2,0,2,1,0,6,1,5,7
"71","190920 CU vs Oakland 3-1s3","Oakland","CU","19","FALSE","TRUE",4,0,3,0,3,16,2,7,21
"72","190920 CU vs Oakland 3-1s4","Oakland","CU","19","FALSE","FALSE",1,1,4,1,0,9,1,7,10
"73","190921 CU vs Campbell 3-0s1","Campbell","CU","19","FALSE","FALSE",4,0,7,0,0,7,2,11,9
"74","190921 CU vs Campbell 3-0s2","Campbell","CU","19","FALSE","FALSE",0,0,5,1,0,7,0,6,7
"75","190921 CU vs Campbell 3-0s3","Campbell","CU","19","FALSE","FALSE",2,0,4,0,2,13,0,6,15
"76","190921 CU vs UMBC 3-0s1","UMBC","CU","19","FALSE","FALSE",1,0,4,1,3,13,1,6,17
"77","190921 CU vs UMBC 3-0s2","UMBC","CU","19","FALSE","FALSE",1,0,2,2,0,3,1,5,4
"78","190921 CU vs UMBC 3-0s3","UMBC","CU","19","FALSE","FALSE",3,0,3,0,3,7,1,6,11
"79","190925 CU @ UT 0-3s1","UT","CU","19","TRUE","TRUE",1,0,1,0,1,16,3,2,20
"80","190925 CU @ UT 0-3s2","UT","CU","19","TRUE","TRUE",1,0,4,0,2,16,1,5,19
"81","190925 CU @ UT 0-3s3","UT","CU","19","TRUE","TRUE",2,0,4,0,4,14,2,6,20
"82","190927 CU @ OR St 1-3s1","OR St","CU","19","TRUE","FALSE",2,0,2,1,2,12,4,5,18
"83","190927 CU @ OR St 1-3s2","OR St","CU","19","TRUE","TRUE",2,0,5,1,0,13,3,8,16
"84","190927 CU @ OR St 1-3s3","OR St","CU","19","TRUE","TRUE",1,0,2,0,2,15,1,3,18
